OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
16215,WW625,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.47,mg/l,Buckeye Brook @ Rodney Rd,2019/06/06 00:00:00+00
16216,WW625,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.66,mg/l,Buckeye Brook @ Rodney Rd,2019/06/06 00:00:00+00
16217,WW625,0.2,"Nitrogen, Total (unfiltered) - 00600",1.6,mg/l,Buckeye Brook @ Rodney Rd,2019/06/06 00:00:00+00
16218,WW625,0.2,pH - 00400,6.74,S.U.,Buckeye Brook @ Rodney Rd,2019/06/06 00:00:00+00
16219,WW625,0.2,"Phosphorus, Dissolved - 00666",7,ug/l,Buckeye Brook @ Rodney Rd,2019/06/06 00:00:00+00
16220,WW625,0.2,"Phosphorus, Total - 00665",31,ug/l,Buckeye Brook @ Rodney Rd,2019/06/06 00:00:00+00
16221,WW625,0.1,Temperature - 00011,18.8,C,Buckeye Brook @ Rodney Rd,2019/06/06 00:00:00+00
16222,WW625,0.2,Temperature - 00011,18.8,C,Buckeye Brook @ Rodney Rd,2019/06/06 00:00:00+00
16223,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.4,m,Buckeye Brook @ Rodney Rd,2019/06/23 00:00:00+00
16224,WW625,0.2,Dissolved Oxygen - 00300,3.1,mg/l,Buckeye Brook @ Rodney Rd,2019/06/23 00:00:00+00
16225,WW625,0.1,Temperature - 00011,18.5,C,Buckeye Brook @ Rodney Rd,2019/06/23 00:00:00+00
16226,WW625,0.2,Temperature - 00011,18.5,C,Buckeye Brook @ Rodney Rd,2019/06/23 00:00:00+00
16227,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.3,m,Buckeye Brook @ Rodney Rd,2019/07/10 00:00:00+00
16228,WW625,0.15,Dissolved Oxygen - 00300,2.5,mg/l,Buckeye Brook @ Rodney Rd,2019/07/10 00:00:00+00
16229,WW625,0.1,Temperature - 00011,21.6,C,Buckeye Brook @ Rodney Rd,2019/07/10 00:00:00+00
16230,WW625,0.15,Temperature - 00011,21.5,C,Buckeye Brook @ Rodney Rd,2019/07/10 00:00:00+00
16231,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.3,m,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16232,WW625,0.15,Dissolved Oxygen - 00300,2,mg/l,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16233,WW625,0.15,Enterococci - 31639,259,MPN/100,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16234,WW625,0.15,Fecal Coliform - 74055,364,MPN/100,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16235,WW625,0.15,"Nitrate + Nitrite, Dissolved - 00631",0.33,mg/l,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16236,WW625,0.15,"Nitrogen, Ammonia Dissolved as N - 00608",0.39,mg/l,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16237,WW625,0.15,"Nitrogen, Total (unfiltered) - 00600",1,mg/l,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16238,WW625,0.15,pH - 00400,6.7,S.U.,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16239,WW625,0.15,"Phosphorus, Dissolved - 00666",6,ug/l,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16240,WW625,0.15,"Phosphorus, Total - 00665",26,ug/l,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16241,WW625,0.1,Temperature - 00011,24.1,C,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16242,WW625,0.15,Temperature - 00011,24.1,C,Buckeye Brook @ Rodney Rd,2019/07/20 00:00:00+00
16243,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.3,m,Buckeye Brook @ Rodney Rd,2019/08/02 00:00:00+00
16244,WW625,0.15,Dissolved Oxygen - 00300,2.4,mg/l,Buckeye Brook @ Rodney Rd,2019/08/02 00:00:00+00
16245,WW625,0.1,Temperature - 00011,22.3,C,Buckeye Brook @ Rodney Rd,2019/08/02 00:00:00+00
16246,WW625,0.15,Temperature - 00011,22.3,C,Buckeye Brook @ Rodney Rd,2019/08/02 00:00:00+00
16247,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.3,m,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16248,WW625,0.15,Dissolved Oxygen - 00300,2.8,mg/l,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16249,WW625,0.15,Enterococci - 31639,426,MPN/100,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16250,WW625,0.15,Enterococci - 31639,591,MPN/100,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16251,WW625,0.15,Fecal Coliform - 74055,583,MPN/100,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16252,WW625,0.15,"Nitrate + Nitrite, Dissolved - 00631",0.325,mg/l,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16253,WW625,0.15,"Nitrogen, Ammonia Dissolved as N - 00608",0.35,mg/l,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16254,WW625,0.15,"Nitrogen, Total (unfiltered) - 00600",0.89,mg/l,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16255,WW625,0.15,pH - 00400,6.73,S.U.,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16256,WW625,0.15,"Phosphorus, Dissolved - 00666",11,ug/l,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16257,WW625,0.15,"Phosphorus, Total - 00665",21,ug/l,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16258,WW625,0.1,Temperature - 00011,21.8,C,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16259,WW625,0.15,Temperature - 00011,21.8,C,Buckeye Brook @ Rodney Rd,2019/08/15 00:00:00+00
16260,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.33,m,Buckeye Brook @ Rodney Rd,2019/08/30 00:00:00+00
16261,WW625,0.15,Dissolved Oxygen - 00300,3.8,mg/l,Buckeye Brook @ Rodney Rd,2019/08/30 00:00:00+00
16262,WW625,0.1,Temperature - 00011,20.4,C,Buckeye Brook @ Rodney Rd,2019/08/30 00:00:00+00
16263,WW625,0.15,Temperature - 00011,20.4,C,Buckeye Brook @ Rodney Rd,2019/08/30 00:00:00+00
16264,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.3,m,Buckeye Brook @ Rodney Rd,2019/09/13 00:00:00+00
16265,WW625,0.15,Dissolved Oxygen - 00300,3.9,mg/l,Buckeye Brook @ Rodney Rd,2019/09/13 00:00:00+00
16266,WW625,0.1,Temperature - 00011,17.5,C,Buckeye Brook @ Rodney Rd,2019/09/13 00:00:00+00
16267,WW625,0.15,Temperature - 00011,17.5,C,Buckeye Brook @ Rodney Rd,2019/09/13 00:00:00+00
16268,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.3,m,Buckeye Brook @ Rodney Rd,2019/09/22 00:00:00+00
16269,WW625,0.15,Dissolved Oxygen - 00300,3.9,mg/l,Buckeye Brook @ Rodney Rd,2019/09/22 00:00:00+00
16270,WW625,0.1,Temperature - 00011,17.9,C,Buckeye Brook @ Rodney Rd,2019/09/22 00:00:00+00
16271,WW625,0.15,Temperature - 00011,17.9,C,Buckeye Brook @ Rodney Rd,2019/09/22 00:00:00+00
16272,WW625,0.15,Enterococci - 31639,241,MPN/100,Buckeye Brook @ Rodney Rd,2019/09/23 00:00:00+00
16273,WW625,0.15,Fecal Coliform - 74055,63,MPN/100,Buckeye Brook @ Rodney Rd,2019/09/23 00:00:00+00
16274,WW625,0.15,"Nitrate + Nitrite, Dissolved - 00631",0.325,mg/l,Buckeye Brook @ Rodney Rd,2019/09/23 00:00:00+00
16275,WW625,0.15,"Nitrogen, Ammonia Dissolved as N - 00608",0.31,mg/l,Buckeye Brook @ Rodney Rd,2019/09/23 00:00:00+00
16276,WW625,0.15,"Nitrogen, Total (unfiltered) - 00600",0.87,mg/l,Buckeye Brook @ Rodney Rd,2019/09/23 00:00:00+00
16277,WW625,0.15,pH - 00400,6.8,S.U.,Buckeye Brook @ Rodney Rd,2019/09/23 00:00:00+00
16278,WW625,0.15,"Phosphorus, Dissolved - 00666",10,ug/l,Buckeye Brook @ Rodney Rd,2019/09/23 00:00:00+00
16279,WW625,0.15,"Phosphorus, Total - 00665",23,ug/l,Buckeye Brook @ Rodney Rd,2019/09/23 00:00:00+00
16280,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.3,m,Buckeye Brook @ Rodney Rd,2019/10/08 00:00:00+00
16281,WW625,0.15,Dissolved Oxygen - 00300,3.6,mg/l,Buckeye Brook @ Rodney Rd,2019/10/08 00:00:00+00
16282,WW625,0.1,Temperature - 00011,16.9,C,Buckeye Brook @ Rodney Rd,2019/10/08 00:00:00+00
16283,WW625,0.15,Temperature - 00011,16.9,C,Buckeye Brook @ Rodney Rd,2019/10/08 00:00:00+00
16284,WW625,0.2,Chloride - 00940,58,mg/l,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16285,WW625,,"Depth to bottom from water surface at sampling location, meters - 82903",0.44,m,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16286,WW625,0.2,Dissolved Oxygen - 00300,4.6,mg/l,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16287,WW625,0.2,Enterococci - 31639,4884,MPN/100,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16288,WW625,0.2,Fecal Coliform - 74055,10,MPN/100,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16289,WW625,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.21,mg/l,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16290,WW625,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.26,mg/l,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16291,WW625,0.2,"Nitrogen, Total (unfiltered) - 00600",0.78,mg/l,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16292,WW625,0.2,pH - 00400,7.27,S.U.,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16293,WW625,0.2,"Phosphorus, Dissolved - 00666",5,ug/l,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16294,WW625,0.2,"Phosphorus, Total - 00665",35,ug/l,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16295,WW625,0.1,Temperature - 00011,12,C,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16296,WW625,0.2,Temperature - 00011,12,C,Buckeye Brook @ Rodney Rd,2019/10/18 00:00:00+00
16297,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.9,ug/l,Green Hill Pond - Sea Lea,2019/05/16 00:00:00+00
16298,WW631,0.5,Dissolved Oxygen - 00300,8.1,mg/l,Green Hill Pond - Sea Lea,2019/05/16 00:00:00+00
16299,WW631,0.5,"Salinity, (ppt) - 00480",24.5,ppt,Green Hill Pond - Sea Lea,2019/05/16 00:00:00+00
16300,WW631,0.1,Temperature - 00011,11.2,C,Green Hill Pond - Sea Lea,2019/05/16 00:00:00+00
16301,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.8,ug/l,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16302,WW631,0.5,Dissolved Oxygen - 00300,4,mg/l,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16303,WW631,0.5,Enterococci - 31639,1,MPN/100,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16304,WW631,0.5,Fecal Coliform - 74055,1,MPN/100,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16305,WW631,0.5,"Nitrate + Nitrite, Dissolved - 00631",7.5,ug/l,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16306,WW631,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",90,ug/l,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16307,WW631,0.5,"Nitrogen, Total (unfiltered) - 00600",355,ug/l,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16308,WW631,0.5,pH - 00400,8,S.U.,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16309,WW631,0.5,pH - 00400,8,S.U.,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16310,WW631,0.5,"Phosphorus, Dissolved - 00666",8,ug/l,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16311,WW631,0.5,"Phosphorus, Total - 00665",26,ug/l,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16312,WW631,0.1,Temperature - 00011,17.5,C,Green Hill Pond - Sea Lea,2019/05/28 00:00:00+00
16313,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.6,ug/l,Green Hill Pond - Sea Lea,2019/06/13 00:00:00+00
16314,WW631,0.5,Dissolved Oxygen - 00300,6.8,mg/l,Green Hill Pond - Sea Lea,2019/06/13 00:00:00+00
16315,WW631,0.1,Temperature - 00011,17.6,C,Green Hill Pond - Sea Lea,2019/06/13 00:00:00+00
16316,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.3,ug/l,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16317,WW631,0.5,Dissolved Oxygen - 00300,7.5,mg/l,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16318,WW631,0.5,Enterococci - 31639,4611,MPN/100,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16319,WW631,0.5,Fecal Coliform - 74055,8704,MPN/100,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16320,WW631,0.5,Fecal Coliform - 74055,15531,MPN/100,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16321,WW631,0.5,"Nitrate + Nitrite, Dissolved - 00631",135,ug/l,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16322,WW631,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",35,ug/l,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16323,WW631,0.5,"Nitrogen, Total (unfiltered) - 00600",860,ug/l,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16324,WW631,0.5,pH - 00400,7.7,S.U.,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16325,WW631,0.5,"Phosphorus, Dissolved - 00666",7,ug/l,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16326,WW631,0.5,"Phosphorus, Total - 00665",27,ug/l,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16327,WW631,0.1,Temperature - 00011,19.8,C,Green Hill Pond - Sea Lea,2019/06/26 00:00:00+00
16328,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.3,ug/l,Green Hill Pond - Sea Lea,2019/07/09 00:00:00+00
16329,WW631,0.5,Dissolved Oxygen - 00300,6.4,mg/l,Green Hill Pond - Sea Lea,2019/07/09 00:00:00+00
16330,WW631,0.5,"Salinity, (ppt) - 00480",30,ppt,Green Hill Pond - Sea Lea,2019/07/09 00:00:00+00
16331,WW631,0.1,Temperature - 00011,21.8,C,Green Hill Pond - Sea Lea,2019/07/09 00:00:00+00
16332,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.1,ug/l,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16333,WW631,0.5,Dissolved Oxygen - 00300,4.4,mg/l,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16334,WW631,0.5,Enterococci - 31639,885,MPN/100,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16335,WW631,0.5,Fecal Coliform - 74055,1445,MPN/100,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16336,WW631,0.5,"Nitrate + Nitrite, Dissolved - 00631",15,ug/l,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16337,WW631,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",25,ug/l,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16338,WW631,0.5,"Nitrogen, Total (unfiltered) - 00600",855,ug/l,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16339,WW631,0.5,pH - 00400,8.8,S.U.,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16340,WW631,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16341,WW631,0.5,"Phosphorus, Total - 00665",43,ug/l,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16342,WW631,0.5,"Salinity, (ppt) - 00480",24.5,ppt,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16343,WW631,0.1,Temperature - 00011,25,C,Green Hill Pond - Sea Lea,2019/07/23 00:00:00+00
16344,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.6,ug/l,Green Hill Pond - Sea Lea,2019/08/07 00:00:00+00
16345,WW631,0.5,Dissolved Oxygen - 00300,7.6,mg/l,Green Hill Pond - Sea Lea,2019/08/07 00:00:00+00
16346,WW631,0.5,"Salinity, (ppt) - 00480",25,ppt,Green Hill Pond - Sea Lea,2019/08/07 00:00:00+00
16347,WW631,0.1,Temperature - 00011,24,C,Green Hill Pond - Sea Lea,2019/08/07 00:00:00+00
16348,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",49.7,ug/l,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16349,WW631,0.5,Dissolved Oxygen - 00300,5.3,mg/l,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16350,WW631,0.5,Enterococci - 31639,20,MPN/100,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16351,WW631,0.5,Enterococci - 31639,52,MPN/100,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16352,WW631,0.5,Fecal Coliform - 74055,20,MPN/100,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16353,WW631,0.5,"Nitrate + Nitrite, Dissolved - 00631",15,ug/l,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16354,WW631,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",25,ug/l,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16355,WW631,0.5,"Nitrogen, Total (unfiltered) - 00600",1170,ug/l,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16356,WW631,0.5,pH - 00400,8.4,S.U.,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16357,WW631,0.5,"Phosphorus, Dissolved - 00666",7,ug/l,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16358,WW631,0.5,"Phosphorus, Total - 00665",71,ug/l,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16359,WW631,0.5,"Salinity, (ppt) - 00480",22,ppt,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16360,WW631,0.1,Temperature - 00011,25.5,C,Green Hill Pond - Sea Lea,2019/08/21 00:00:00+00
16361,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",40.2,ug/l,Green Hill Pond - Sea Lea,2019/09/04 00:00:00+00
16362,WW631,0.5,Dissolved Oxygen - 00300,6.5,mg/l,Green Hill Pond - Sea Lea,2019/09/04 00:00:00+00
16363,WW631,0.5,"Salinity, (ppt) - 00480",26,ppt,Green Hill Pond - Sea Lea,2019/09/04 00:00:00+00
16364,WW631,0.1,Temperature - 00011,22,C,Green Hill Pond - Sea Lea,2019/09/04 00:00:00+00
16365,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",33.5,ug/l,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16366,WW631,0.5,Dissolved Oxygen - 00300,5.9,mg/l,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16367,WW631,0.5,Enterococci - 31639,10,MPN/100,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16368,WW631,0.5,Fecal Coliform - 74055,10,MPN/100,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16369,WW631,0.5,"Nitrate + Nitrite, Dissolved - 00631",7.5,ug/l,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16370,WW631,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",32.5,ug/l,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16371,WW631,0.5,"Nitrogen, Total (unfiltered) - 00600",875,ug/l,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16372,WW631,0.5,pH - 00400,8.5,S.U.,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16373,WW631,0.5,"Phosphorus, Dissolved - 00666",12,ug/l,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16374,WW631,0.5,"Phosphorus, Total - 00665",40,ug/l,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16375,WW631,0.5,"Salinity, (ppt) - 00480",30.5,ppt,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16376,WW631,0.1,Temperature - 00011,19,C,Green Hill Pond - Sea Lea,2019/09/18 00:00:00+00
16377,WW631,0.5,Dissolved Oxygen - 00300,8.1,mg/l,Green Hill Pond - Sea Lea,2019/10/02 00:00:00+00
16378,WW631,0.5,"Salinity, (ppt) - 00480",30.5,ppt,Green Hill Pond - Sea Lea,2019/10/02 00:00:00+00
16379,WW631,0.1,Temperature - 00011,16,C,Green Hill Pond - Sea Lea,2019/10/02 00:00:00+00
16380,WW631,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14,ug/l,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16381,WW631,0.5,Dissolved Oxygen - 00300,8.4,mg/l,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16382,WW631,0.5,Enterococci - 31639,,MPN/100,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16383,WW631,0.5,Fecal Coliform - 74055,,MPN/100,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16384,WW631,0.5,"Nitrate + Nitrite, Dissolved - 00631",7.5,ug/l,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16385,WW631,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",,ug/l,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16386,WW631,0.5,"Nitrogen, Total (unfiltered) - 00600",785,ug/l,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16387,WW631,0.5,pH - 00400,8.1,S.U.,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16388,WW631,0.5,"Phosphorus, Total - 00665",42,ug/l,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16389,WW631,0.5,"Salinity, (ppt) - 00480",30,ppt,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16390,WW631,0.1,Temperature - 00011,,C,Green Hill Pond - Sea Lea,2019/10/14 00:00:00+00
16391,WW632,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.2,ug/l,Ninigret Pond - Eastern Basin,2019/05/16 00:00:00+00
16392,WW632,0.5,Dissolved Oxygen - 00300,8.7,mg/l,Ninigret Pond - Eastern Basin,2019/05/16 00:00:00+00
16393,WW632,0.5,"Salinity, (ppt) - 00480",24.5,ppt,Ninigret Pond - Eastern Basin,2019/05/16 00:00:00+00
16394,WW632,0.1,Temperature - 00011,10.4,C,Ninigret Pond - Eastern Basin,2019/05/16 00:00:00+00
16395,WW632,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.4,ug/l,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16396,WW632,0.5,Dissolved Oxygen - 00300,4,mg/l,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16397,WW632,0.5,Enterococci - 31639,10,MPN/100,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16398,WW632,0.5,Fecal Coliform - 74055,10,MPN/100,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16399,WW632,0.5,"Nitrate + Nitrite, Dissolved - 00631",40,ug/l,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16400,WW632,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",55,ug/l,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16401,WW632,0.5,"Nitrogen, Total (unfiltered) - 00600",490,ug/l,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16402,WW632,0.5,pH - 00400,8.3,S.U.,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16403,WW632,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16404,WW632,0.5,"Phosphorus, Total - 00665",23,ug/l,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16405,WW632,0.1,Temperature - 00011,17,C,Ninigret Pond - Eastern Basin,2019/05/28 00:00:00+00
16406,WW632,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.4,ug/l,Ninigret Pond - Eastern Basin,2019/06/13 00:00:00+00
16407,WW632,0.5,Dissolved Oxygen - 00300,6.2,mg/l,Ninigret Pond - Eastern Basin,2019/06/13 00:00:00+00
16408,WW632,0.5,"Salinity, (ppt) - 00480",26.5,ppt,Ninigret Pond - Eastern Basin,2019/06/13 00:00:00+00
16409,WW632,0.1,Temperature - 00011,19,C,Ninigret Pond - Eastern Basin,2019/06/13 00:00:00+00
16410,WW632,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.8,ug/l,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16411,WW632,0.5,Dissolved Oxygen - 00300,5.5,mg/l,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16412,WW632,0.5,Enterococci - 31639,197,MPN/100,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16413,WW632,0.5,Fecal Coliform - 74055,292,MPN/100,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16414,WW632,0.5,"Nitrate + Nitrite, Dissolved - 00631",15,ug/l,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16415,WW632,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",55,ug/l,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16416,WW632,0.5,"Nitrogen, Total (unfiltered) - 00600",520,ug/l,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16417,WW632,0.5,pH - 00400,7.8,S.U.,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16418,WW632,0.5,"Phosphorus, Dissolved - 00666",4,ug/l,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16419,WW632,0.5,"Phosphorus, Total - 00665",17,ug/l,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16420,WW632,0.1,Temperature - 00011,20,C,Ninigret Pond - Eastern Basin,2019/06/26 00:00:00+00
16421,WW632,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2,ug/l,Ninigret Pond - Eastern Basin,2019/07/09 00:00:00+00
16422,WW632,0.5,Dissolved Oxygen - 00300,5.1,mg/l,Ninigret Pond - Eastern Basin,2019/07/09 00:00:00+00
