OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
16292,WW87,3,"Phosphorus, Total - 00665",24,ug/l,,2018/08/18 00:00:00+00
16293,WW87,0.5,Enterococci - 31639,222,MPN/100ml,,2018/09/13 00:00:00+00
16294,WW87,0.5,Fecal Coliform - 74055,453,,,2018/09/13 00:00:00+00
16295,WW87,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/09/13 00:00:00+00
16296,WW87,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/09/13 00:00:00+00
16297,WW87,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/09/13 00:00:00+00
16298,WW87,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/09/13 00:00:00+00
16299,WW87,0.5,"Nitrogen, Total (unfiltered) - 00600",0.62,ug/l,,2018/09/13 00:00:00+00
16300,WW87,3,"Nitrogen, Total (unfiltered) - 00600",0.625,ug/l,,2018/09/13 00:00:00+00
16301,WW87,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/09/13 00:00:00+00
16302,WW87,3,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/09/13 00:00:00+00
16303,WW87,0.5,"Phosphorus, Total - 00665",33,ug/l,,2018/09/13 00:00:00+00
16304,WW87,3,"Phosphorus, Total - 00665",31,ug/l,,2018/09/13 00:00:00+00
16305,WW87,0.5,Enterococci - 31639,41,MPN/100ml,,2018/10/20 00:00:00+00
16306,WW87,0.5,Fecal Coliform - 74055,20,,,2018/10/20 00:00:00+00
16307,WW87,1,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,2018/10/20 00:00:00+00
16308,WW87,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/10/20 00:00:00+00
16309,WW87,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/10/20 00:00:00+00
16310,WW87,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/10/20 00:00:00+00
16311,WW87,1,"Nitrogen, Total (unfiltered) - 00600",0.505,ug/l,,2018/10/20 00:00:00+00
16312,WW87,3,"Nitrogen, Total (unfiltered) - 00600",0.435,ug/l,,2018/10/20 00:00:00+00
16313,WW87,1,"Phosphorus, Dissolved - 00666",4,ug/l,,2018/10/20 00:00:00+00
16314,WW87,3,"Phosphorus, Dissolved - 00666",4,ug/l,,2018/10/20 00:00:00+00
16315,WW87,1,"Phosphorus, Total - 00665",21,ug/l,,2018/10/20 00:00:00+00
16316,WW87,3,"Phosphorus, Total - 00665",24,ug/l,,2018/10/20 00:00:00+00
16317,WW88,0.3,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.8,ug/l,,2018/05/05 00:00:00+00
16318,WW88,0.3,Dissolved Oxygen - 00300,5.1,mg/l,,2018/05/05 00:00:00+00
16319,WW88,0.3,Enterococci - 31639,185,MPN/100ml,,2018/05/05 00:00:00+00
16320,WW88,0.3,Fecal Coliform - 74055,256,,,2018/05/05 00:00:00+00
16321,WW88,0.3,"Nitrate + Nitrite, Dissolved - 00631",1.135,mg/l,,2018/05/05 00:00:00+00
16322,WW88,0.3,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/05/05 00:00:00+00
16323,WW88,0.3,"Nitrogen, Total (unfiltered) - 00600",1.32,ug/l,,2018/05/05 00:00:00+00
16324,WW88,0.3,"Phosphorus, Dissolved - 00666",6,ug/l,,2018/05/05 00:00:00+00
16325,WW88,0.3,"Phosphorus, Total - 00665",20,ug/l,,2018/05/05 00:00:00+00
16326,WW88,0.3,"Salinity, (ppt) - 00480",0,ppt,,2018/05/05 00:00:00+00
16327,WW88,0.3,Temperature - 00011,12,C,,2018/05/05 00:00:00+00
16328,WW88,0.3,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.1,ug/l,,2018/05/21 00:00:00+00
16329,WW88,0.1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.2,ug/l,,2018/06/03 00:00:00+00
16330,WW88,0.1,Dissolved Oxygen - 00300,4.3,mg/l,,2018/06/03 00:00:00+00
16331,WW88,0.1,"Salinity, (ppt) - 00480",0,ppt,,2018/06/03 00:00:00+00
16332,WW88,0.1,Temperature - 00011,14.1,C,,2018/06/03 00:00:00+00
16333,WW88,0.1,Temperature - 00011,,C,,2018/06/03 00:00:00+00
16334,WW88,0.08,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.7,ug/l,,2018/06/10 00:00:00+00
16335,WW88,0.08,Dissolved Oxygen - 00300,5.2,mg/l,,2018/06/10 00:00:00+00
16336,WW88,0.08,Enterococci - 31639,855,MPN/100ml,,2018/06/10 00:00:00+00
16337,WW88,0.08,Fecal Coliform - 74055,1296,,,2018/06/10 00:00:00+00
16338,WW88,0.08,"Nitrate + Nitrite, Dissolved - 00631",1.05,mg/l,,2018/06/10 00:00:00+00
16339,WW88,0.08,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,ug/l,,2018/06/10 00:00:00+00
16340,WW88,0.08,"Nitrogen, Total (unfiltered) - 00600",1.35,ug/l,,2018/06/10 00:00:00+00
16341,WW88,0.08,"Phosphorus, Dissolved - 00666",15,ug/l,,2018/06/10 00:00:00+00
16342,WW88,0.08,"Phosphorus, Total - 00665",28,ug/l,,2018/06/10 00:00:00+00
16343,WW88,0.08,"Salinity, (ppt) - 00480",1,ppt,,2018/06/10 00:00:00+00
16344,WW88,0.08,Temperature - 00011,15.1,C,,2018/06/10 00:00:00+00
16345,WW88,0.1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.4,ug/l,,2018/06/24 00:00:00+00
16346,WW88,,"Depth to bottom from water surface at sampling location, meters - 82903",0.2,,,2018/06/24 00:00:00+00
16347,WW88,0.1,Dissolved Oxygen - 00300,3.8,mg/l,,2018/06/24 00:00:00+00
16348,WW88,0.1,"Salinity, (ppt) - 00480",2,ppt,,2018/06/24 00:00:00+00
16349,WW88,0.1,Temperature - 00011,14.5,C,,2018/06/24 00:00:00+00
16350,WW88,0.1,Temperature - 00011,14.5,C,,2018/06/24 00:00:00+00
16351,WW88,0.2,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.4,ug/l,,2018/07/12 00:00:00+00
16352,WW88,0.3,Enterococci - 31639,1658,MPN/100ml,,2018/07/12 00:00:00+00
16353,WW88,0.3,Fecal Coliform - 74055,2613,,,2018/07/12 00:00:00+00
16354,WW88,0.3,"Nitrate + Nitrite, Dissolved - 00631",1.01,mg/l,,2018/07/12 00:00:00+00
16355,WW88,0.3,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,ug/l,,2018/07/12 00:00:00+00
16356,WW88,0.3,"Nitrogen, Total (unfiltered) - 00600",1.235,ug/l,,2018/07/12 00:00:00+00
16357,WW88,0.3,"Phosphorus, Dissolved - 00666",10,ug/l,,2018/07/12 00:00:00+00
16358,WW88,0.3,"Phosphorus, Total - 00665",19,ug/l,,2018/07/12 00:00:00+00
16359,WW88,0.2,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.4,ug/l,,2018/07/26 00:00:00+00
16360,WW88,0.2,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5,ug/l,,2018/08/02 00:00:00+00
16361,WW88,0.1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.3,ug/l,,2018/08/12 00:00:00+00
16362,WW88,,"Depth to bottom from water surface at sampling location, meters - 82903",0.25,,,2018/08/12 00:00:00+00
16363,WW88,0.1,Dissolved Oxygen - 00300,2.7,mg/l,,2018/08/12 00:00:00+00
16364,WW88,0.1,"Salinity, (ppt) - 00480",1,ppt,,2018/08/12 00:00:00+00
16365,WW88,0.1,Temperature - 00011,20.4,C,,2018/08/12 00:00:00+00
16366,WW88,0.1,Temperature - 00011,,C,,2018/08/12 00:00:00+00
16367,WW88,0.05,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.4,ug/l,,2018/08/18 00:00:00+00
16368,WW88,,"Depth to bottom from water surface at sampling location, meters - 82903",0.1,,,2018/08/18 00:00:00+00
16369,WW88,0.05,Dissolved Oxygen - 00300,2.7,mg/l,,2018/08/18 00:00:00+00
16370,WW88,0.05,Enterococci - 31639,3130,MPN/100ml,,2018/08/18 00:00:00+00
16371,WW88,0.05,Fecal Coliform - 74055,4569,,,2018/08/18 00:00:00+00
16372,WW88,0.05,"Nitrate + Nitrite, Dissolved - 00631",0.66,mg/l,,2018/08/18 00:00:00+00
16373,WW88,0.05,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,ug/l,,2018/08/18 00:00:00+00
16374,WW88,0.05,"Nitrogen, Total (unfiltered) - 00600",0.96,ug/l,,2018/08/18 00:00:00+00
16375,WW88,0.05,"Phosphorus, Dissolved - 00666",7,ug/l,,2018/08/18 00:00:00+00
16376,WW88,0.05,"Phosphorus, Total - 00665",33,ug/l,,2018/08/18 00:00:00+00
16377,WW88,0.05,"Salinity, (ppt) - 00480",0,ppt,,2018/08/18 00:00:00+00
16378,WW88,0.05,Temperature - 00011,19.4,C,,2018/08/18 00:00:00+00
16379,WW88,0.05,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.9,ug/l,,2018/09/03 00:00:00+00
16380,WW88,0.05,Dissolved Oxygen - 00300,2.7,mg/l,,2018/09/03 00:00:00+00
16381,WW88,0.05,"Salinity, (ppt) - 00480",2,ppt,,2018/09/03 00:00:00+00
16382,WW88,0.05,Temperature - 00011,,C,,2018/09/03 00:00:00+00
16383,WW88,0.1,Temperature - 00011,17.7,C,,2018/09/03 00:00:00+00
16384,WW88,0.1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.9,ug/l,,2018/09/13 00:00:00+00
16385,WW88,0.1,Enterococci - 31639,437,MPN/100ml,,2018/09/13 00:00:00+00
16386,WW88,0.1,Fecal Coliform - 74055,2909,,,2018/09/13 00:00:00+00
16387,WW88,0.1,"Nitrate + Nitrite, Dissolved - 00631",0.75,mg/l,,2018/09/13 00:00:00+00
16388,WW88,0.1,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,ug/l,,2018/09/13 00:00:00+00
16389,WW88,0.1,"Nitrogen, Total (unfiltered) - 00600",0.93,ug/l,,2018/09/13 00:00:00+00
16390,WW88,0.1,"Phosphorus, Dissolved - 00666",11,ug/l,,2018/09/13 00:00:00+00
16391,WW88,0.1,"Phosphorus, Total - 00665",35,ug/l,,2018/09/13 00:00:00+00
16392,WW88,0.2,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.3,ug/l,,2018/09/29 00:00:00+00
16393,WW88,0.5,Dissolved Oxygen - 00300,5,mg/l,,2018/10/13 00:00:00+00
16394,WW88,0.5,"Salinity, (ppt) - 00480",0,ppt,,2018/10/13 00:00:00+00
16395,WW88,0.1,Temperature - 00011,10.7,C,,2018/10/13 00:00:00+00
16396,WW88,0.5,Temperature - 00011,,C,,2018/10/13 00:00:00+00
16397,WW88,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1,ug/l,,2018/10/13 00:00:00+00
16398,WW88,0.1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.3,ug/l,,2018/10/20 00:00:00+00
16399,WW88,0.1,Dissolved Oxygen - 00300,4.8,mg/l,,2018/10/20 00:00:00+00
16400,WW88,0.1,Fecal Coliform - 74055,1296,,,2018/10/20 00:00:00+00
16401,WW88,0.1,"Salinity, (ppt) - 00480",0,ppt,,2018/10/20 00:00:00+00
16402,WW88,0.1,Temperature - 00011,,C,,2018/10/20 00:00:00+00
16403,WW88,0.1,Temperature - 00011,10.9,C,,2018/10/20 00:00:00+00
16404,WW88,0.1,Enterococci - 31639,110,MPN/100ml,,2018/10/20 00:00:00+00
16405,WW88,0.1,"Nitrate + Nitrite, Dissolved - 00631",1.05,mg/l,,2018/10/20 00:00:00+00
16406,WW88,0.1,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,ug/l,,2018/10/20 00:00:00+00
16407,WW88,0.1,"Nitrogen, Total (unfiltered) - 00600",1.055,ug/l,,2018/10/20 00:00:00+00
16408,WW88,0.1,"Phosphorus, Dissolved - 00666",11,ug/l,,2018/10/20 00:00:00+00
16409,WW88,0.1,"Phosphorus, Total - 00665",20,ug/l,,2018/10/20 00:00:00+00
16410,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.7,ug/l,,2018/05/04 00:00:00+00
16411,WW89,0.5,Dissolved Oxygen - 00300,8.5,mg/l,,2018/05/04 00:00:00+00
16412,WW89,3,Dissolved Oxygen - 00300,9,mg/l,,2018/05/04 00:00:00+00
16413,WW89,0.5,Enterococci - 31639,1,MPN/100ml,,2018/05/04 00:00:00+00
16414,WW89,0.5,Fecal Coliform - 74055,1,,,2018/05/04 00:00:00+00
16415,WW89,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.215,mg/l,,2018/05/04 00:00:00+00
16416,WW89,3,"Nitrate + Nitrite, Dissolved - 00631",0.125,mg/l,,2018/05/04 00:00:00+00
16417,WW89,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,ug/l,,2018/05/04 00:00:00+00
16418,WW89,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,ug/l,,2018/05/04 00:00:00+00
16419,WW89,0.5,"Nitrogen, Total (unfiltered) - 00600",1.165,ug/l,,2018/05/04 00:00:00+00
16420,WW89,3,"Nitrogen, Total (unfiltered) - 00600",0.755,ug/l,,2018/05/04 00:00:00+00
16421,WW89,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/05/04 00:00:00+00
16422,WW89,3,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/05/04 00:00:00+00
16423,WW89,0.5,"Phosphorus, Total - 00665",11,ug/l,,2018/05/04 00:00:00+00
16424,WW89,3,"Phosphorus, Total - 00665",2,ug/l,,2018/05/04 00:00:00+00
16425,WW89,0.5,"Salinity, (ppt) - 00480",9,ppt,,2018/05/04 00:00:00+00
16426,WW89,3,"Salinity, (ppt) - 00480",16.5,ppt,,2018/05/04 00:00:00+00
16427,WW89,0.1,Temperature - 00011,19,C,,2018/05/04 00:00:00+00
16428,WW89,0.5,Temperature - 00011,18.8,C,,2018/05/04 00:00:00+00
16429,WW89,3,Temperature - 00011,11.8,C,,2018/05/04 00:00:00+00
16430,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.2,ug/l,,2018/05/18 00:00:00+00
16431,WW89,0.5,Dissolved Oxygen - 00300,9.5,mg/l,,2018/05/18 00:00:00+00
16432,WW89,3,Dissolved Oxygen - 00300,9.2,mg/l,,2018/05/18 00:00:00+00
16433,WW89,0.5,"Salinity, (ppt) - 00480",13,ppt,,2018/05/18 00:00:00+00
16434,WW89,3,"Salinity, (ppt) - 00480",18,ppt,,2018/05/18 00:00:00+00
16435,WW89,0.1,Temperature - 00011,18.4,C,,2018/05/18 00:00:00+00
16436,WW89,0.5,Temperature - 00011,17.4,C,,2018/05/18 00:00:00+00
16437,WW89,3,Temperature - 00011,13.9,C,,2018/05/18 00:00:00+00
16438,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.5,ug/l,,2018/06/02 00:00:00+00
16439,WW89,0.5,Dissolved Oxygen - 00300,,mg/l,,2018/06/02 00:00:00+00
16440,WW89,3,Dissolved Oxygen - 00300,7.2,mg/l,,2018/06/02 00:00:00+00
16441,WW89,0.5,"Salinity, (ppt) - 00480",10,ppt,,2018/06/02 00:00:00+00
16442,WW89,3,"Salinity, (ppt) - 00480",12.5,ppt,,2018/06/02 00:00:00+00
16443,WW89,0.1,Temperature - 00011,23.5,C,,2018/06/02 00:00:00+00
16444,WW89,0.5,Temperature - 00011,24.3,C,,2018/06/02 00:00:00+00
16445,WW89,3,Temperature - 00011,19.6,C,,2018/06/02 00:00:00+00
16446,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.6,ug/l,,2018/06/09 00:00:00+00
16447,WW89,0.5,Dissolved Oxygen - 00300,8.4,mg/l,,2018/06/09 00:00:00+00
16448,WW89,3,Dissolved Oxygen - 00300,8.7,mg/l,,2018/06/09 00:00:00+00
16449,WW89,0.5,Enterococci - 31639,1,MPN/100ml,,2018/06/09 00:00:00+00
16450,WW89,0.5,Fecal Coliform - 74055,31,,,2018/06/09 00:00:00+00
16451,WW89,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/06/09 00:00:00+00
16452,WW89,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/06/09 00:00:00+00
16453,WW89,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.165,ug/l,,2018/06/09 00:00:00+00
16454,WW89,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.11,ug/l,,2018/06/09 00:00:00+00
16455,WW89,0.5,"Nitrogen, Total (unfiltered) - 00600",0.78,ug/l,,2018/06/09 00:00:00+00
16456,WW89,3,"Nitrogen, Total (unfiltered) - 00600",0.935,ug/l,,2018/06/09 00:00:00+00
16457,WW89,0.5,"Phosphorus, Dissolved - 00666",8,ug/l,,2018/06/09 00:00:00+00
16458,WW89,3,"Phosphorus, Dissolved - 00666",5,ug/l,,2018/06/09 00:00:00+00
16459,WW89,0.5,"Phosphorus, Total - 00665",24,ug/l,,2018/06/09 00:00:00+00
16460,WW89,3,"Phosphorus, Total - 00665",32,ug/l,,2018/06/09 00:00:00+00
16461,WW89,0.5,"Salinity, (ppt) - 00480",11,ppt,,2018/06/09 00:00:00+00
16462,WW89,3,"Salinity, (ppt) - 00480",14,ppt,,2018/06/09 00:00:00+00
16463,WW89,0.1,Temperature - 00011,22,C,,2018/06/09 00:00:00+00
16464,WW89,0.5,Temperature - 00011,21.6,C,,2018/06/09 00:00:00+00
16465,WW89,3,Temperature - 00011,19.1,C,,2018/06/09 00:00:00+00
16466,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.4,ug/l,,2018/06/24 00:00:00+00
16467,WW89,0.5,Dissolved Oxygen - 00300,8.2,mg/l,,2018/06/24 00:00:00+00
16468,WW89,,Dissolved Oxygen - 00300,7.6,mg/l,,2018/06/24 00:00:00+00
16469,WW89,0.5,"Salinity, (ppt) - 00480",12.5,ppt,,2018/06/24 00:00:00+00
16470,WW89,,"Salinity, (ppt) - 00480",15,ppt,,2018/06/24 00:00:00+00
16471,WW89,0.1,Temperature - 00011,23,C,,2018/06/24 00:00:00+00
16472,WW89,0.5,Temperature - 00011,,C,,2018/06/24 00:00:00+00
16473,WW89,,Temperature - 00011,21.1,C,,2018/06/24 00:00:00+00
16474,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.9,ug/l,,2018/07/05 00:00:00+00
16475,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.4,ug/l,,2018/07/10 00:00:00+00
16476,WW89,0.5,Enterococci - 31639,1,MPN/100ml,,2018/07/10 00:00:00+00
16477,WW89,0.5,Fecal Coliform - 74055,31,,,2018/07/10 00:00:00+00
16478,WW89,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/10 00:00:00+00
16479,WW89,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/07/10 00:00:00+00
16480,WW89,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/07/10 00:00:00+00
16481,WW89,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/07/10 00:00:00+00
16482,WW89,0.5,"Nitrogen, Total (unfiltered) - 00600",0.605,ug/l,,2018/07/10 00:00:00+00
16483,WW89,3,"Nitrogen, Total (unfiltered) - 00600",0.715,ug/l,,2018/07/10 00:00:00+00
16484,WW89,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/07/10 00:00:00+00
16485,WW89,3,"Phosphorus, Dissolved - 00666",4,ug/l,,2018/07/10 00:00:00+00
16486,WW89,0.5,"Phosphorus, Total - 00665",26,ug/l,,2018/07/10 00:00:00+00
16487,WW89,3,"Phosphorus, Total - 00665",32,ug/l,,2018/07/10 00:00:00+00
16488,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",10.9,ug/l,,2018/07/29 00:00:00+00
16489,WW89,0.5,Dissolved Oxygen - 00300,6.8,mg/l,,2018/07/29 00:00:00+00
16490,WW89,3,Dissolved Oxygen - 00300,4.8,mg/l,,2018/07/29 00:00:00+00
16491,WW89,0.5,"Salinity, (ppt) - 00480",15,ppt,,2018/07/29 00:00:00+00
16492,WW89,3,"Salinity, (ppt) - 00480",17,ppt,,2018/07/29 00:00:00+00
16493,WW89,0.1,Temperature - 00011,29.3,C,,2018/07/29 00:00:00+00
16494,WW89,0.5,Temperature - 00011,29.3,C,,2018/07/29 00:00:00+00
16495,WW89,3,Temperature - 00011,26.5,C,,2018/07/29 00:00:00+00
16496,WW89,0.5,Enterococci - 31639,10,MPN/100ml,,2018/08/17 00:00:00+00
16497,WW89,0.5,Fecal Coliform - 74055,10,,,2018/08/17 00:00:00+00
16498,WW89,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/08/17 00:00:00+00
16499,WW89,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/08/17 00:00:00+00
16500,WW89,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,ug/l,,2018/08/17 00:00:00+00
16501,WW89,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.0075,ug/l,,2018/08/17 00:00:00+00
16502,WW89,0.5,"Nitrogen, Total (unfiltered) - 00600",0.56,ug/l,,2018/08/17 00:00:00+00
16503,WW89,3,"Nitrogen, Total (unfiltered) - 00600",0.585,ug/l,,2018/08/17 00:00:00+00
16504,WW89,0.5,"Phosphorus, Dissolved - 00666",7,ug/l,,2018/08/17 00:00:00+00
16505,WW89,3,"Phosphorus, Dissolved - 00666",7,ug/l,,2018/08/17 00:00:00+00
16506,WW89,0.5,"Phosphorus, Total - 00665",31,ug/l,,2018/08/17 00:00:00+00
16507,WW89,3,"Phosphorus, Total - 00665",23,ug/l,,2018/08/17 00:00:00+00
16508,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.1,ug/l,,2018/08/18 00:00:00+00
16509,WW89,,"Depth to bottom from water surface at sampling location, meters - 82903",10.3,,,2018/08/18 00:00:00+00
16510,WW89,0.5,Dissolved Oxygen - 00300,6.8,mg/l,,2018/08/18 00:00:00+00
16511,WW89,3,Dissolved Oxygen - 00300,2.1,mg/l,,2018/08/18 00:00:00+00
16512,WW89,0.5,"Salinity, (ppt) - 00480",15.5,ppt,,2018/08/18 00:00:00+00
16513,WW89,3,"Salinity, (ppt) - 00480",18.5,ppt,,2018/08/18 00:00:00+00
16514,WW89,0.1,Temperature - 00011,29.3,C,,2018/08/18 00:00:00+00
16515,WW89,0.5,Temperature - 00011,29.3,C,,2018/08/18 00:00:00+00
16516,WW89,3,Temperature - 00011,26.5,C,,2018/08/18 00:00:00+00
16517,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",10.2,ug/l,,2018/09/02 00:00:00+00
16518,WW89,0.5,Dissolved Oxygen - 00300,6.9,mg/l,,2018/09/02 00:00:00+00
16519,WW89,3,Dissolved Oxygen - 00300,3.9,mg/l,,2018/09/02 00:00:00+00
16520,WW89,0.5,"Salinity, (ppt) - 00480",,ppt,,2018/09/02 00:00:00+00
16521,WW89,3,"Salinity, (ppt) - 00480",20,ppt,,2018/09/02 00:00:00+00
16522,WW89,0.1,Temperature - 00011,26,C,,2018/09/02 00:00:00+00
16523,WW89,0.5,Temperature - 00011,26.5,C,,2018/09/02 00:00:00+00
16524,WW89,3,Temperature - 00011,25.7,C,,2018/09/02 00:00:00+00
16525,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",21.7,ug/l,,2018/09/15 00:00:00+00
16526,WW89,0.5,Dissolved Oxygen - 00300,8,mg/l,,2018/09/15 00:00:00+00
16527,WW89,3,Dissolved Oxygen - 00300,2.2,mg/l,,2018/09/15 00:00:00+00
16528,WW89,0.5,Enterococci - 31639,1,MPN/100ml,,2018/09/15 00:00:00+00
16529,WW89,0.5,Fecal Coliform - 74055,20,,,2018/09/15 00:00:00+00
16530,WW89,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/09/15 00:00:00+00
16531,WW89,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/09/15 00:00:00+00
16532,WW89,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.14,ug/l,,2018/09/15 00:00:00+00
16533,WW89,3,"Nitrogen, Ammonia Dissolved as N - 00608",0.1,ug/l,,2018/09/15 00:00:00+00
16534,WW89,0.5,"Nitrogen, Total (unfiltered) - 00600",0.615,ug/l,,2018/09/15 00:00:00+00
16535,WW89,3,"Nitrogen, Total (unfiltered) - 00600",0.96,ug/l,,2018/09/15 00:00:00+00
16536,WW89,0.5,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/09/15 00:00:00+00
16537,WW89,3,"Phosphorus, Dissolved - 00666",2,ug/l,,2018/09/15 00:00:00+00
16538,WW89,0.5,"Phosphorus, Total - 00665",42,ug/l,,2018/09/15 00:00:00+00
16539,WW89,3,"Phosphorus, Total - 00665",22,ug/l,,2018/09/15 00:00:00+00
16540,WW89,0.5,"Salinity, (ppt) - 00480",20,ppt,,2018/09/15 00:00:00+00
16541,WW89,3,"Salinity, (ppt) - 00480",22.5,ppt,,2018/09/15 00:00:00+00
16542,WW89,0.1,Temperature - 00011,23,C,,2018/09/15 00:00:00+00
16543,WW89,0.5,Temperature - 00011,22.9,C,,2018/09/15 00:00:00+00
16544,WW89,3,Temperature - 00011,22.4,C,,2018/09/15 00:00:00+00
16545,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",18.6,ug/l,,2018/09/29 00:00:00+00
16546,WW89,0.5,Dissolved Oxygen - 00300,7.3,mg/l,,2018/09/29 00:00:00+00
16547,WW89,3,Dissolved Oxygen - 00300,2.5,mg/l,,2018/09/29 00:00:00+00
16548,WW89,0.5,"Salinity, (ppt) - 00480",20,ppt,,2018/09/29 00:00:00+00
16549,WW89,3,"Salinity, (ppt) - 00480",22.5,ppt,,2018/09/29 00:00:00+00
16550,WW89,0.1,Temperature - 00011,19.9,C,,2018/09/29 00:00:00+00
16551,WW89,0.5,Temperature - 00011,20,C,,2018/09/29 00:00:00+00
16552,WW89,3,Temperature - 00011,20.2,C,,2018/09/29 00:00:00+00
16553,WW89,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14,ug/l,,2018/10/19 00:00:00+00
16554,WW89,0.5,Dissolved Oxygen - 00300,6.4,mg/l,,2018/10/19 00:00:00+00
16555,WW89,3,Dissolved Oxygen - 00300,2,mg/l,,2018/10/19 00:00:00+00
16556,WW89,0.5,Enterococci - 31639,1,MPN/100ml,,2018/10/19 00:00:00+00
16557,WW89,0.5,Fecal Coliform - 74055,1,,,2018/10/19 00:00:00+00
16558,WW89,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/10/19 00:00:00+00
16559,WW89,3,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,,2018/10/19 00:00:00+00
16560,WW89,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.08,ug/l,,2018/10/19 00:00:00+00
